"","id","书名","评论数","作者","出版时间","出版社","折扣价","原价","折扣","分类","简介","year"
"184",184,"最美的时光",45608,"桐华　著","2012-09-01","湖南文艺出版社","￥22.00","￥32.00","6.9折","青春文学","　,《*美的时光》，桐华继《步步惊心》《大漠谣》之后，全新演绎*唯美浪漫、纠结虐心的都市爱情小说。无悔青春付出，写给每个人爱的时光书。,　　●推荐1：《*美的时光》桐华*唯美浪漫、*纠结虐心的都市言情小说,　　桐华，当代中国**畅销力的青年作家之一。从《步步惊心》到《回不去的年少时光》，她的每一本书都精彩、厚重，都受到了读者的热烈追捧，平均销量超过300000册。《*美的时光》是桐华**都市爱情题材小说，25万字深情演绎了一个唯美浪漫、纠结虐心的爱情故事，读完让人连呼过瘾，欲罢不能。,　　●推荐2：《*美",2012
"185",185,"游园惊梦（夏达 作品）",34769,"夏达 编绘","2008-07-01","湖南少儿出版社","￥18.00","￥24.00","7.5折","动漫/幽默","良辰美景奈何天，赏心乐事谁家院，则为你如花美眷，似水流年。,夏达相关电子书推荐：,电子书价：￥8.10,电子书价：￥8.10,电子书价：￥9.00,立即购买＞＞,立即购买＞＞,立即购买＞＞",2012
"186",186,"三毛流浪记（全集）彩图注音读物",105536,"张乐平 原作","2005-04-01","少年儿童出版社","￥18.00","￥30.00","6.0折","童书","虽然时代已经不同，可是这本书对于中年人重温逝去的时代，对于青少年人了解一个过去的时代，仍是有它再度出版的价值。这本漫画书，在中国大陆至今一版再版，而且还在继续出版中。中国的“小三毛”永恒了。——三毛（台湾）,《三毛流浪记》不但揭露了人间的冷酷、残忍、丑恶、诈欺与不平，更可宝贵的，是它还在刺激着每个善良人类的同情心，尤其是在培养着千千万万孩子们的天真同情心！——王芸生,一个艺术家创造出来的人物而能够得到这样广大人民的欢迎、同情、喜爱……这毫无疑问的是艺术家的成功和荣誉。——夏衍,《三毛流浪记》是一部很有趣味",2012
"187",187,"狐狸福斯和兔子哈斯(全5册)",24545,"(比利时)赛尔菲亚·范登·海德 文，(荷兰)郑宗琼 图，张广睿 译","2011-10-01","贵州人民出版社","￥54.00","￥76.00","7.1折","童书","　　★,荷兰“Vlag,en,Wimpel优秀儿童读物奖”,　　★,荷兰“银铅笔儿童图书奖”,　　★,比利时“书之狮奖”,　　★,比利时“金猫头鹰少儿读物奖”　,　　★,瑞典IBBY“彼得·潘银星奖”,　　“狐狸福斯和兔子哈斯”系列一共五本，由比利时著名作家创作。这套书以简单的词语、精炼的短句为主，适合小学初级阅读者。故事新颖，充满幽默和趣味，并且非常讲究阅读技巧，再加上享誉荷兰的插画家郑宗琼先生生动的彩图，使《狐狸福斯和兔子哈斯》更加引人入胜。",2012
"188",188,"乡关何处—故乡·故人·故事（野夫的命运之书，章诒和作序推荐）",39411,"野夫 著","2012-05-01","中信出版社","￥28.60","￥32.00","8.9折","文学","　　千回百转，长歌当哭,　　命运从来都是不由自主的，况乎身在江湖。,　　那些失散的亲友故人，那些漫漶风化的人间故事，都在暗夜里鞭策人们几近麻木的神经。,相关推荐：,“思享家”系列套装**辑:,一个时代的记忆与思考,思享家系列之---半生为人（徐晓著，高尔泰长文推荐）,思享家系列之---旧山河（刀尔登颠倒看历史，刁钻说古人）,思享家系列之---价值的理由（陈嘉映力作。认清你自己，追寻生命的意义）,思享家系列之---问道者：周辅成文存（《燃灯者》作者赵越胜编选）",2012
"189",189,"挪威的森林（村上春树经典著作）",68352,"(日)村上春树 著","2007-07-01","上海译文出版社","￥22.30","￥23.00","9.7折","小说","《挪威的森林》的作者村上春树几乎囊括了日本所有的文学奖项，在日本销售了700多万册，现已被译成多种文字在世界流行。可以说，小说情节是平平的，笔调是缓缓的，语气是淡淡的，然而字里行间却鼓涌着一股无可抑制的冲击波，激起读者强烈的心灵震颤与共鸣。小说想向我们倾诉什么呢，生与死？死与性？性与爱？坦率与真诚？一时竟很难回答。读罢掩卷，只是觉得整个身心都浸泡在漫无边际的冰水里，奔波于风雪交加的旅途中，又好像感受着暴风雨过后的沉寂、大醉初醒生的虚脱……,超值推荐：蔡东藩历朝通俗演义（全21册，共11部）读《二十四史》，",2012
"190",190,"《希利尔讲世界史、世界地理、艺术史》套装",79612,"(美)希利尔 著，陈继华，刘娟，王敏，李爽，朱玲 译","2010-04-01","贵州教育出版社","￥68.20","￥136.40","5.0折","童书","　,这三本书出自一人之手，他真是一位了不起的老师，懂得如何教育孩子、如何为孩子们写好书。他讲了久远的从前戏剧性上演过的人类历史，讲了世界各地有趣的旅行见闻，还讲了异彩纷呈的绘画、雕塑和建筑艺术。它是一套能给所有看过这套书的小孩带来福气的书——能带给他们开阔的视野、能呵护他们善良的本性、唤起孩子们对美的持续的热情。,希利尔讲述历史，生动如见。他要通过精彩的历史故事，激发孩子对知识的渴望，引导他们去孜孜不倦地追求更美好的事物，并将文化和真知灼见注入他们的灵魂。作为一本旨在教书育人（使读到这本书的读者——无论老",2012
"191",191,"孩子你慢慢来",109926,"龙应台 著","2013-11-26","生活.读书.新知三联书店","￥28.00","￥28.00","10.0折","亲子/家教","更多亲子教育，名人家教，新书、热书、畅销书,点击进入：,相关阅读推荐：经典家庭教育智慧套装全三册（卡尔威特的教育智慧、蒙台梭利的教育智慧、哈佛的教育智慧）,我，坐在斜阳浅照的台阶上，望着这个眼睛清亮的小孩专心的做一件事；是的，我愿意等上一辈子的时间，让他从从容容地把这个蝴蝶结扎好，用他五岁的手指。孩子慢慢来，慢慢来。",2012
"192",192,"小牛顿科学馆（第1辑，共6册）",81276,"台湾牛顿出版公司 编著","2014-01-12","贵州教育出版社","￥37.40","￥96.00","3.9折","童书","爱“小牛顿”的小孩子和大孩子们：,时光真像白驹过隙，转眼间，步印《小牛顿科学馆》四岁了。四年里，因为你们的扶持和口碑相传，“小牛顿”从默默无闻到广为人知；你们的厚爱，步印深深感恩，也一直酝酿着推出《小牛顿科学馆续集》以回馈这份厚爱。此前，步印的续集还没有出，各种“小牛顿科学XX”却蜂拥而来，有的甚至对步印《小牛顿科学馆》删删减减后重新出版。这些书没有传承“小牛顿”对科学探索的人文情怀，有的在用纸、印刷方面则显得不够精细。买到这些书的读者会对“小牛顿”的印象大打折扣，许多热心读者还向步印投诉，质疑“小牛顿”",2012
"193",193,"《爱要深，心要狠，幸福不能等》陆琪2012新作，找到真爱比买到船...",19447,"陆琪 著","2012-02-01","北方妇女儿童出版社","￥20.30","￥28.00","7.3折","两性关系","　　做个“心狠爱深”女，谈一段“有技术含量”的爱情。,　　爱情是种情绪，幸福是种心态……怎么才能拥有一段幸福的爱情？不苛求、不考验、不原谅、不瞎想、不回头，让心学会微笑，让爱学会止损，你才会拥有一辈子的幸福。——陆琪,　　内地首席励志作家陆琪，,　　继《婚姻是女人一辈子的事》热卖之后又一情感力作！,　　2012年，找到真爱比买到船票更重要！",2012
"194",194,"牧羊少年奇幻之旅（精装）",137820,"(巴西)柯艾略　著；丁文林　译","2009-03-01","南海出版社","￥12.50","￥25.00","5.0折","小说","习主席读过的经典。,习近平：,巴西作家保罗·科埃略说：“世界掌握在那些有勇气凭借自己的才能去实现自己梦想的人手中。”当前，国际形势继续发生深刻复杂变化，世界经济复苏逐渐稳固，但仍面临诸多风险挑战。在这一背景下，福塔莱萨会晤肩负着总结合作历程、规划未来发展的使命，对金砖国家合作进程具有承前启后的重要意义。我期待这次会晤深化合作、体现包容、传递信心。,——新华社,　　各国政要、知名作家、国际巨星纷纷推荐,政要：美国前总统克林顿、俄罗斯总理普京、法国前总统希拉克、以色列总统佩雷斯、法国文化部长埃雅贡……,作家：",2012
"195",195,"你若安好（2012年首部唯美浪漫文字电影,你若流泪，先湿我心；你若...",21000,"静悠 著","2012-03-01","江苏文艺出版社","￥19.30","￥28.00","6.9折","小说","同系列图书：《时光，请将我遗忘》暖爱上市！,2012年首部唯美浪漫文字电影,将所有的感动镌刻在纸页间,你若流泪，先湿我心。,你若安好，便是晴天。,在我遇见你之前，请帮我好好照顾你自己……,文如其名，静悠笔下的文字，言辞细腻，字里行间透出无限深刻的感悟和细腻入微的情感，叫人难以忘怀，唇齿间细细品读，回味的是淡淡的留香，这样的小说读来是一种享受。",2012
"196",196,"李居明2012龙年运程",20012,"李居明　著","2011-12-01","西苑出版社","￥28.50","￥38.00","7.5折","风水/占卜","　　2012没有末日，只有不懂自己运程的人！国际级风水大师李居明2012龙年开运宝典，年底鼎峰巨献！,　　可口可乐美国总部特聘风水师、精准预测日本9级大地震的国际大师李居明教你自己做大师！,　　连续17年港澳台运程书销量**，万众期待、新年必看的开运宝典！,　　12年后李居明首次揭秘为可口可乐看风水真相等诸多独家秘技。本书生动实用，人人可学，家家可用，帮您花小钱避大灾，轻松掌控福气、财运。,　　书中更大胆直言预测郎咸平、姚明、李娜、谢娜、张柏芝名人运程！,　　全球有华人处，必有李居明运程书！,　　李大师的",2012
"197",197,"郑玉巧育儿经·幼儿卷",24385,"郑玉巧　著","2008-11-01","２１世纪出版社","￥39.80","￥49.80","8.0折","育儿/早教","　　《郑玉巧育儿经（幼儿卷）》**修订版，延续**版的精彩内容，增加**的育儿信息，全彩印刷精美时尚。共有胎儿卷、婴儿卷、幼儿卷三卷。幼儿卷是介绍1-3岁宝宝养育方面的知识。根据幼儿的生理特点和心理特点，结合爸爸妈妈在这一时期遇到的养育难题进行详尽细致的解答，提供开发宝宝各种潜能的游戏和活动建议，使宝宝能在爸爸妈妈全方位的关怀下茁壮成长。,　　中人国自己的育儿经，更实用、更亲切、更贴心。,　　浓缩20年临床经验和精湛医术，汇集全球咨询精华，传播科学育儿理念。,　　你的宝宝是**的；没有适合所有父母和所有幼",2012
"198",198,"《HOW & WHY》美国经典少儿百科知识全书（第一辑共7册）",33684,"(美)世界图书出版公司 著，方舟子 译","2010-05-21","广西科学技术出版社","￥87.50","￥175.00","5.0折","童书","　体验自然，探索世界，关爱生命——科普百科馆>>,推荐：DISCOVERY科学小探索（10册）（精装，荣获韩国教育产业大奖，丛书累计销量超过150万册）,Why？人文科普读本（联合国秘书长为之骄傲的科普巨作，全球畅销5000万册！美法韩等45个国家和地区儿童成长圣经！牛顿、拉斐尔等化身智慧导师，妙趣历险故事解读艺术、文字、建筑、音乐、经济）,☆,版权销往全球50多个国家，是美国现代*为经典的儿童科普读物之一。,　　☆,美国中小学图书馆必备馆藏图书,　　☆,荣获美国国家出版奖,　　☆,被誉为“为儿童准备的*",2012
